Mod:Item:MetaData, Localized Name
excompressum:bait:9, Donkey Bait
excompressum:bait:10, Polar Bear Bait
excompressum:bait:11, Llama Bait
excompressum:bait:12, Parrot Bait
excompressum:auto_hammer, Auto Hammer
excompressum:auto_compressed_hammer, Auto Compressed Hammer
excompressum:auto_sieve, Auto Sieve
excompressum:auto_heavy_sieve, Auto Heavy Sieve
excompressum:auto_compressor, Auto Compressor
excompressum:auto_compressor_rationing, Auto Compressor (Rationing)
excompressum:chicken_stick, Chicken Stick
excompressum:compressed_hammer_wood, Compressed Wooden Hammer
excompressum:compressed_hammer_stone, Compressed Stone Hammer
excompressum:compressed_hammer_iron, Compressed Iron Hammer
excompressum:compressed_hammer_gold, Compressed Gold Hammer
excompressum:compressed_hammer_diamond, Compressed Diamond Hammer
excompressum:double_compressed_diamond_hammer, Double Compressed Diamond Hammer
excompressum:compressed_crook, Compressed Crook
excompressum:iron_mesh, Iron Mesh
excompressum:wood_chippings, Wood Chippings
excompressum:uncompressed_coal, Uncompressed Coal
excompressum:bat_zapper, Bat Zapper
excompressum:ore_smasher, Ore Smasher
excompressum:ugly_steel_plating, Ugly Steel Plating
icbmclassic:grenade:0, Conventional Grenade
icbmclassic:grenade:1, Shrapnel Grenade
icbmclassic:grenade:2, Incendiary Grenade
icbmclassic:grenade:3, Debilitation Grenade
icbmclassic:grenade:4, Chemical Grenade
icbmclassic:grenade:5, Anvil Grenade
icbmclassic:grenade:6, Repulsive Grenade
icbmclassic:grenade:7, Attractive Grenade
icbmclassic:bombcart:0, Explosive Cart
icbmclassic:bombcart:1, Shrapnel Minecart
icbmclassic:bombcart:2, Incendiary Minecart
icbmclassic:bombcart:3, Debilitation Minecart
icbmclassic:bombcart:4, Chemical Minecart
icbmclassic:bombcart:5, Anvil Minecart
icbmclassic:bombcart:6, Repulsive Minecart
icbmclassic:bombcart:7, Attractive Minecart
icbmclassic:bombcart:8, Fragmentation Minecart
icbmclassic:bombcart:9, Contagious Minecart
icbmclassic:bombcart:10, Sonic Minecart
icbmclassic:bombcart:11, Breaching Minecart
icbmclassic:bombcart:12, Rejuvenation Minecart
icbmclassic:bombcart:13, Thermobaric Minecart
icbmclassic:bombcart:14, icbm.minecart.sMine.name
icbmclassic:bombcart:15, icbm.minecart.nuclear.name
icbmclassic:bombcart:16, icbm.minecart.emp.name
icbmclassic:bombcart:17, icbm.minecart.exothermic.name
icbmclassic:bombcart:18, icbm.minecart.endothermic.name
icbmclassic:bombcart:19, icbm.minecart.antiGravitational.name
icbmclassic:bombcart:20, icbm.minecart.ender.name
icbmclassic:bombcart:21, icbm.minecart.hypersonic.name
icbmclassic:bombcart:22, icbm.minecart.antimatter.name
icbmclassic:bombcart:23, icbm.minecart.redMatter.name
icbmclassic:poisonpowder, Poison Powder
icbmclassic:sulfurdust, Sulfur
icbmclassic:saltpeter, Saltpeter
icbmclassic:antidote, Antidote
icbmclassic:signaldisrupter, Signal Disrupter
icbmclassic:tracker, Tracker
icbmclassic:defuser, Defuser
icbmclassic:radargun:0, Radar Gun
icbmclassic:remotedetonator:0, Remote Detonator
icbmclassic:laserdetonator:0, Laser Designator
icbmclassic:rocketlauncher, Rocket Launcher
icbmclassic:missile:0, Conventional Missile
icbmclassic:missile:1, Shrapnel Missile
icbmclassic:missile:2, Incendiary Missile
icbmclassic:missile:3, Debilitation Missile
icbmclassic:missile:4, Chemical Missile
icbmclassic:missile:5, Anvil Missile
icbmclassic:missile:6, Repulsive Missile
icbmclassic:missile:7, Attractive Missile
icbmclassic:missile:8, Fragmentation Missile
icbmclassic:missile:9, Contagious Missile
icbmclassic:missile:10, Sonic Missile
icbmclassic:missile:11, Breaching Missile
icbmclassic:missile:12, Rejuvenation Missile
icbmclassic:missile:13, Thermobaric Missile
icbmclassic:missile:15, Nuclear Missile
icbmclassic:missile:16, EMP Missile
icbmclassic:missile:17, Exothermic Missile
icbmclassic:missile:18, Endothermic Missile
icbmclassic:missile:19, Anti-Gravitational Missile
icbmclassic:missile:20, Ender Missile
icbmclassic:missile:21, Hypersonic Missile
icbmclassic:missile:22, Antimatter Missile
icbmclassic:missile:23, Red Matter Missile
icbmclassic:missile:24, Missile Module
icbmclassic:missile:25, Homing Missile
icbmclassic:missile:26, Anti-ballistic Missile
icbmclassic:missile:27, Cluster Missile
icbmclassic:missile:28, Nuclear Cluster Missile
icbmclassic:glasspressureplate, Glass Pressure Plate
icbmclassic:glassbutton, Glass Button
icbmclassic:spikes:0, Spikes
icbmclassic:spikes:1, Poison Spikes
icbmclassic:spikes:2, Flammable Spikes
icbmclassic:concrete:0, Concrete
icbmclassic:concrete:1, Compact Concrete
icbmclassic:concrete:2, Reinforced Concrete
icbmclassic:reinforcedglass, Reinforced Glass
icbmclassic:explosives:0, Condensed Explosives
icbmclassic:explosives:1, Shrapnel Explosives
icbmclassic:explosives:2, Incendiary Explosives
icbmclassic:explosives:3, Debilitation Explosives
icbmclassic:explosives:4, Chemical Explosives
icbmclassic:explosives:5, Anvil Explosives
icbmclassic:explosives:6, Repulsive Explosives
icbmclassic:explosives:7, Attractive Explosives
icbmclassic:explosives:8, Fragmentation Explosives
icbmclassic:explosives:9, Contagious Explosives
icbmclassic:explosives:10, Sonic Explosives
icbmclassic:explosives:11, Breaching Explosives
icbmclassic:explosives:12, Rejuvenation Explosives
icbmclassic:explosives:13, Thermobaric Explosives
icbmclassic:explosives:14, S-Mine
icbmclassic:explosives:15, Nuclear Explosives
icbmclassic:explosives:16, EMP Explosives
icbmclassic:explosives:17, Exothermic Explosives
icbmclassic:explosives:18, Endothermic Explosives
icbmclassic:explosives:19, Anti-Gravitational Explosives
icbmclassic:explosives:20, Ender Explosives
icbmclassic:explosives:21, Hypersonic Explosives
icbmclassic:explosives:22, Antimatter Explosives
icbmclassic:explosives:23, Red Matter Explosives
icbmclassic:emptower, EMP Tower
icbmclassic:radarstation, Radar Station
icbmclassic:launcherframe:0, Launcher Support Frame T1
icbmclassic:launcherframe:1, Launcher Support Frame T2
icbmclassic:launcherframe:2, Launcher Support Frame T3
icbmclassic:launcherbase:0, Launcher Platform T1
icbmclassic:launcherbase:1, Launcher Platform T2
icbmclassic:launcherbase:2, Launcher Platform T3
icbmclassic:launcherscreen:0, Launcher Control Panel T1
icbmclassic:launcherscreen:1, Launcher Control Panel T2
icbmclassic:launcherscreen:2, Launcher Control Panel T3
icbmclassic:batterybox:0, tile.icbmclassic:batterybox.0.name
icbmclassic:ingot:0, Steel Ingot
icbmclassic:ingot:1, Copper Ingot
icbmclassic:clump:0, Steel Clump
icbmclassic:plate:0, Steel Plate
icbmclassic:plate:1, Iron Plate
icbmclassic:circuit:0, Basic Circuit
icbmclassic:circuit:1, Advanced Circuit
icbmclassic:circuit:2, Elite Circuit
icbmclassic:wire:0, Copper Wire
icbmclassic:wire:1, Gold Wire
icbmclassic:battery:0, Battery
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:dragon_ice, Dragon Ice
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, tile.iceandfire.pixie_house.name
iceandfire:pixie_house:1, tile.iceandfire.pixie_house.name
iceandfire:pixie_house:2, tile.iceandfire.pixie_house.name
iceandfire:pixie_house:3, tile.iceandfire.pixie_house.name
iceandfire:pixie_house:4, tile.iceandfire.pixie_house.name
iceandfire:pixie_house:5, tile.iceandfire.pixie_house.name
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pixie Jar
iceandfire:jar_pixie:1, Pixie Jar
iceandfire:jar_pixie:2, Pixie Jar
iceandfire:jar_pixie:3, Pixie Jar
iceandfire:jar_pixie:4, Pixie Jar
iceandfire:myrmex_resin, tile.iceandfire.myrmex_resin.name
iceandfire:myrmex_resin_sticky, tile.iceandfire.myrmex_resin_sticky.name
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:sapphire_gem, Sapphire
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_horn_fire, Dragon Horn
iceandfire:dragon_horn_ice, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:ambrosia, Ambrosia
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:earplugs, Earplugs
iceandfire:deathworm_chitin:0, item.deathworm_chitin.name
iceandfire:deathworm_chitin:1, item.deathworm_chitin.name
iceandfire:deathworm_chitin:2, item.deathworm_chitin.name
iceandfire:deathworm_yellow_helmet, Tan Death Worm Chitin Helmet
iceandfire:deathworm_yellow_chestplate, Tan Death Worm Chitin Chestplate
iceandfire:deathworm_yellow_leggings, Tan Death Worm Chitin Leggings
iceandfire:deathworm_yellow_boots, Tan Death Worm Chitin Boots
iceandfire:deathworm_white_helmet, White Death Worm Chitin Helmet
iceandfire:deathworm_white_chestplate, White Death Worm Chitin Chestplate
iceandfire:deathworm_white_leggings, White Death Worm Chitin Leggings
iceandfire:deathworm_white_boots, White Death Worm Chitin Boots
iceandfire:deathworm_red_helmet, Red Death Worm Chitin Helmet
iceandfire:deathworm_red_chestplate, Red Death Worm Chitin Chestplate
iceandfire:deathworm_red_leggings, Red Death Worm Chitin Leggings
iceandfire:deathworm_red_boots, Red Death Worm Chitin Boots
iceandfire:iceandfire.deathworm_egg:0, item.deathworm_egg.name
iceandfire:iceandfire.deathworm_egg:1, item.deathworm_egg.name
iceandfire:rotten_egg, Rotten Egg
iceandfire:stymphalian_bird_feather, Stymphalian Bird Feather
iceandfire:stymphalian_arrow, Stymphalian Arrow
iceandfire:troll_tusk, Troll Tusk
iceandfire:myrmex_desert_egg:0, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:1, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:2, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:3, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:4, Desert Myrmex Egg
iceandfire:myrmex_jungle_egg:0, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:1, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:2, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:3, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:4, Jungle Myrmex Egg
iceandfire:myrmex_desert_resin, Desert Myrmex Resin Chunk
iceandfire:myrmex_jungle_resin, Jungle Myrmex Resin Chunk
iceandfire:myrmex_desert_chitin, Desert Myrmex Chitin
iceandfire:myrmex_jungle_chitin, Jungle Myrmex Chitin
iceandfire:myrmex_stinger, Myrmex Stinger
iceandfire:myrmex_desert_sword, Desert Myrmex Chitin Sword
iceandfire:myrmex_desert_sword_venom, Desert Myrmex Stinger Sword
iceandfire:myrmex_desert_shovel, Desert Myrmex Chitin Shovel
iceandfire:myrmex_desert_pickaxe, Desert Myrmex Chitin Pickaxe
iceandfire:myrmex_desert_axe, Desert Myrmex Chitin Axe
iceandfire:myrmex_desert_hoe, Desert Myrmex Chitin Hoe
iceandfire:myrmex_jungle_sword, Jungle Myrmex Chitin Sword
iceandfire:myrmex_jungle_sword_venom, Jungle Myrmex Stinger Sword
iceandfire:myrmex_jungle_shovel, Jungle Myrmex Chitin Shovel
iceandfire:myrmex_jungle_pickaxe, Jungle Myrmex Chitin Pickaxe
iceandfire:myrmex_jungle_axe, Jungle Myrmex Chitin Axe
iceandfire:myrmex_jungle_hoe, Jungle Myrmex Chitin Hoe
iceandfire:myrmex_desert_staff, Desert Myrmex Staff
iceandfire:myrmex_jungle_staff, Jungle Myrmex Staff
iceandfire:myrmex_desert_helmet, Desert Myrmex Chitin Helmet
iceandfire:myrmex_desert_chestplate, Desert Myrmex Chitin Chestplate
iceandfire:myrmex_desert_leggings, Desert Myrmex Chitin Leggings
iceandfire:myrmex_desert_boots, Desert Myrmex Chitin Boots
iceandfire:myrmex_jungle_helmet, Jungle Myrmex Chitin Helmet
iceandfire:myrmex_jungle_chestplate, Jungle Myrmex Chitin Chestplate
iceandfire:myrmex_jungle_leggings, Jungle Myrmex Chitin Leggings
iceandfire:myrmex_jungle_boots, Jungle Myrmex Chitin Boots
iceandfire:armor_red_helmet, Dragon Scale Helmet
iceandfire:armor_red_chestplate, Dragon Scale Chestplate
iceandfire:armor_red_leggings, Dragon Scale Leggings
iceandfire:armor_red_boots, Dragon Scale Boots
iceandfire:armor_bronze_helmet, Dragon Scale Helmet
iceandfire:armor_bronze_chestplate, Dragon Scale Chestplate
iceandfire:armor_bronze_leggings, Dragon Scale Leggings
iceandfire:armor_bronze_boots, Dragon Scale Boots
iceandfire:armor_green_helmet, Dragon Scale Helmet
iceandfire:armor_green_chestplate, Dragon Scale Chestplate
